Idade;Classe de Trabalho;Peso Final;Educacao;Id-Educacao;Estado Civil;Ocupacao;Relacao;Raca;Sexo;Ganho de Capital;Perda de Capital;Horas-Por-Semana;Nacionalidade;Ganho Anual
31; Privado;454508; 2-colegial;7; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;2001;40;Brasil; <=25K
58; Privado;220789; Bacharelado;13; Divorciado; Movimentacao-de-transporte; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; <=25K
33; Privado;101345; Formado-EM;9; Conjuge-civ-casado; Executivo-gerencial; Esposa; Branco; Feminino;0;0;42;Brasil; >25K
40; Privado;140559; Formado-EM;9; Viuvo; Outros-servicos; Nao-casado; Branco; Feminino;0;0;25;Brasil; <=25K
40; Trabalhador-autonomo;64885; Mestrado;14; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;70;Brasil; >25K
31; Privado;402361; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
33; Privado;143582; Formado-EM;9; Separado; Outros-servicos; Nao-casado; Asiatico; Feminino;0;0;48;Brasil; <=25K
49; Privado;185385; Associacao-academica;12; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;45;Brasil; <=25K
24; Privado;112706; Curso-profissionalizante;11; Nunca-casou; Suporte-Tecnico; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
46; Privado;130364; Formado-EM;9; Nunca-casou; Reparo-artesanal; Nao-casado; Branco; Masculino;0;0;40;Brasil; <=25K
58; Governo-municipal;147428; Mestrado;14; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;40;Brasil; >25K
20; Privado;205895; Faculdade;10; Nunca-casou; Vendas; Filho-proprio; Branco; Feminino;0;0;20;Brasil; <=25K
65; ?;273569; Formado-EM;9; Viuvo; ?; Nao-casado; Branco; Masculino;0;0;40;Brasil; <=25K
43; Privado;153160; Faculdade;10; Conjuge-civ-casado; Assistente-administrativo; Esposa; Branco; Feminino;0;0;40;Brasil; <=25K
48; Trabalhador-nao-autonomo;167918; Mestrado;14; Conjuge-civ-casado; Vendas; Marido; Asiatico; Masculino;0;0;50;Brasil; <=25K
41; Privado;195661; Faculdade;10; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;54;Brasil; <=25K
27; Chefe-de-estado;146243; Faculdade;10; Separado; Outros-servicos; Nao-membro-da-familia; Branco; Feminino;0;0;30;Brasil; <=25K
52; ?;105428; Faculdade;10; Conjuge-civ-casado; ?; Marido; Branco; Masculino;0;0;12;Brasil; <=25K
26; Privado;149943; Formado-EM;9; Nunca-casou; Outros-servicos; Membro-da-familia; Asiatico; Masculino;0;0;60;Brasil; <=25K
52; Governo-municipal;246197; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
52; Governo-municipal;192563; Faculdade;10; Divorciado; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;0;38;Brasil; <=25K
19; Privado;244115; Formado-EM;9; Nunca-casou; Outros-servicos; Filho-proprio; Negro; Masculino;0;0;30;Brasil; <=25K
39; Governo-municipal;98587; Faculdade;10; Divorciado; Profissional-especializado; Filho-proprio; Branco; Feminino;0;0;45;Brasil; <=25K
47; Privado;145886; Faculdade;10; Divorciado; Outros-servicos; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
27; Privado;244315; Formado-EM;9; Divorciado; Reparo-artesanal; Membro-da-familia; Outros; Masculino;0;0;40;Brasil; <=25K
48; Privado;192779; Faculdade;10; Divorciado; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
50; Privado;209464; Formado-EM;9; Separado; Outros-servicos; Nao-casado; Branco; Feminino;0;0;35;Brasil; <=25K
60; Privado;25141; Faculdade;10; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;60;Brasil; <=25K
28; Privado;405793; Associacao-academica;12; Conjuge-civ-casado; Suporte-Tecnico; Marido; Branco; Masculino;0;0;45;Brasil; >25K
47; Governo-federal;53498; Formado-EM;9; Divorciado; Outros-servicos; Nao-casado; Negro; Feminino;0;0;40;Brasil; <=25K
69; ?;476653; Bacharelado;13; Conjuge-civ-casado; ?; Marido; Branco; Masculino;0;0;20;Brasil; <=25K
40; Trabalhador-nao-autonomo;162312; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Asiatico; Masculino;0;0;66;Brasil; <=25K
37; Privado;277022; Formado-EM;9; Nunca-casou; Limpeza; Nao-casado; Branco; Feminino;3887;0;40;Brasil; <=25K
41; Chefe-de-estado;109762; Mestrado;14; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
38; Privado;123031; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Marido; Asiatico; Masculino;0;0;48;Brasil; <=25K
46; Governo-federal;119890; Curso-profissionalizante;11; Separado; Suporte-Tecnico; Nao-membro-da-familia; Outros; Feminino;0;0;30;Brasil; <=25K
21; Trabalhador-nao-autonomo;409230; Faculdade;10; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Masculino;0;0;30;Brasil; <=25K
44; Privado;223308; Mestrado;14; Separado; Vendas; Nao-casado; Branco; Feminino;0;0;48;Brasil; <=25K
38; ?;129150; 1-colegial;6; Separado; ?; Filho-proprio; Branco; Masculino;0;0;35;Brasil; <=25K
47; Trabalhador-nao-autonomo;119199; Faculdade;10; Conjuge-civ-casado; Assistente-administrativo; Esposa; Branco; Feminino;0;0;35;Brasil; >25K
42; Privado;46221; Doutorado;16; Casado-conjuge-ausente; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;27828;0;60;Brasil; >25K
42; Governo-municipal;351161; Faculdade;10; Divorciado; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
56; Privado;174533; Bacharelado;13; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;0;45;Brasil; >25K
32; Privado;324386; Bacharelado;13; Nunca-casou; Profissional-especializado; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
24; Privado;126568; Bacharelado;13; Conjuge-civ-casado; Outros-servicos; Marido; Branco; Masculino;0;0;33;Brasil; <=25K
26; Privado;275703; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
36; Trabalhador-nao-autonomo;219611; Bacharelado;13; Nunca-casou; Vendas; Nao-membro-da-familia; Negro; Feminino;2174;0;50;Brasil; <=25K
49; Privado;200471; 2-colegial;7; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;60;Brasil; <=25K
65; Privado;155261; Formado-EM;9; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;40;Brasil; >25K
73; Chefe-de-estado;74040; 7ou8-ano;4; Divorciado; Outros-servicos; Nao-membro-da-familia; Asiatico; Feminino;0;0;40;Brasil; <=25K
34; Privado;226296; 2-colegial;7; Conjuge-civ-casado; Limpeza; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
22; Privado;211968; Bacharelado;13; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
49; Governo-municipal;126446; Faculdade;10; Nunca-casou; Outros-servicos; Nao-casado; Branco; Feminino;0;0;30;Brasil; <=25K
25; Privado;262885; 2-colegial;7; Nunca-casou; Outros-servicos; Nao-casado; Negro; Feminino;0;0;32;Brasil; <=25K
39; Privado;188069; 9-ano;5; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;25;Brasil; <=25K
19; Privado;113546; 2-colegial;7; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;56;Brasil; <=25K
24; Privado;227070; 1-colegial;6; Conjuge-civ-casado; Operador-maquina; Esposa; Branco; Feminino;0;0;40;Brasil; <=25K
34; Privado;136997; Formado-EM;9; Divorciado; Assistente-administrativo; Nao-casado; Branco; Feminino;0;0;35;Brasil; <=25K
35; ?;119006; Formado-EM;9; Viuvo; ?; Filho-proprio; Branco; Feminino;0;0;38;Brasil; <=25K
21; Privado;212407; Formado-EM;9; Nunca-casou; Operador-maquina; Membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
43; Privado;197810; Mestrado;14; Divorciado; Outros-servicos; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
35; Governo-federal;35309; Bacharelado;13; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Asiatico; Masculino;0;0;28;Brasil; <=25K
39; Privado;141802; Faculdade;10; Divorciado; Assistente-administrativo; Nao-casado; Negro; Feminino;0;0;40;Brasil; <=25K
48; ?;184513; Bacharelado;13; Conjuge-civ-casado; ?; Marido; Branco; Masculino;0;0;80;Brasil; >25K
33; Trabalhador-nao-autonomo;124187; Associacao-academica;12; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Negro; Masculino;0;0;32;Brasil; <=25K
19; Privado;201743; Faculdade;10; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Feminino;0;0;26;Brasil; <=25K
17; Privado;156736; 1-colegial;6; Nunca-casou; Vendas; Nao-casado; Branco; Feminino;0;0;12;Brasil; <=25K
43; Trabalhador-nao-autonomo;47261; Faculdade;10; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
62; Privado;150693; Formado-EM;9; Viuvo; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;42;Brasil; <=25K
53; Governo-municipal;233734; Mestrado;14; Divorciado; Profissional-especializado; Nao-membro-da-familia; Negro; Feminino;0;0;40;Brasil; >25K
45; Chefe-de-estado;35969; Mestrado;14; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;60;Brasil; >25K
47; Privado;159550; Formado-EM;9; Divorciado; Assistente-administrativo; Nao-membro-da-familia; Negro; Feminino;0;0;40;Brasil; <=25K
30; Privado;190823; Faculdade;10; Nunca-casou; Outros-servicos; Filho-proprio; Negro; Feminino;0;0;40;Brasil; <=25K
53; Privado;213378; Formado-EM;9; Separado; Vendas; Nao-membro-da-familia; Branco; Feminino;0;0;33;Brasil; <=25K
24; Privado;257500; Formado-EM;9; Separado; Operador-maquina; Filho-proprio; Negro; Feminino;0;0;40;Brasil; <=25K
41; Governo-municipal;488706; Faculdade;10; Conjuge-civ-casado; Limpeza; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
58; Governo-municipal;239405; 5ou6-ano;3; Divorciado; Outros-servicos; Membro-da-familia; Negro; Feminino;0;0;40;Brasil; <=25K
27; Governo-federal;105189; Formado-EM;9; Divorciado; Assistente-administrativo; Nao-membro-da-familia; Branco; Masculino;4865;0;50;Brasil; <=25K
63; Chefe-de-estado;109735; Formado-EM;9; Divorciado; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;38;Brasil; <=25K
50; Privado;172942; Faculdade;10; Divorciado; Outros-servicos; Filho-proprio; Branco; Masculino;0;0;28;Brasil; <=25K
43; Governo-municipal;209899; Mestrado;14; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Negro; Feminino;8614;0;47;Brasil; >25K
29; Trabalhador-autonomo;87745; Faculdade;10; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Masculino;0;0;60;Brasil; <=25K
41; Privado;187881; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;3942;0;40;Brasil; <=25K
55; Privado;234125; Formado-EM;9; Conjuge-civ-casado; Outros-servicos; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
36; Privado;272944; Formado-EM;9; Nunca-casou; Movimentacao-de-transporte; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; <=25K
23; Governo-municipal;129232; Formado-EM;9; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
22; Privado;100345; Bacharelado;13; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;13550;0;55;Brasil; >25K
58; Trabalhador-nao-autonomo;195835; Faculdade;10; Divorciado; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; <=25K
25; Privado;251854; 2-colegial;7; Nunca-casou; Assistente-administrativo; Filho-proprio; Negro; Feminino;0;0;40;Brasil; <=25K
40; Privado;103474; Formado-EM;9; Conjuge-civ-casado; Vendas; Esposa; Branco; Feminino;0;0;30;Brasil; <=25K
38; Privado;22042; Curso-profissionalizante;11; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;39;Brasil; <=25K
37; Privado;343721; Bacharelado;13; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;40;Brasil; >25K
19; Privado;232368; Faculdade;10; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Feminino;0;0;35;Brasil; <=25K
55; Privado;174478; 1-colegial;6; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;29;Brasil; <=25K
55; Privado;282023; Bacharelado;13; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;15024;0;50;Brasil; >25K
28; Privado;274690; Bacharelado;13; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; <=25K
53; Privado;251675; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
32; ?;647882; Formado-EM;9; Conjuge-civ-casado; ?; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
60; Privado;128367; Faculdade;10; Divorciado; Profissional-especializado; Nao-casado; Branco; Masculino;3325;0;42;Brasil; <=25K
32; Privado;37380; Faculdade;10; Divorciado; Assistente-administrativo; Nao-casado; Branco; Feminino;0;0;38;Brasil; <=25K
34; Privado;173730; Formado-EM;9; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
49; Privado;353824; Faculdade;10; Divorciado; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; >25K
21; Privado;225890; Faculdade;10; Nunca-casou; Outros-servicos; Membro-da-familia; Branco; Feminino;0;0;30;Brasil; <=25K
24; Chefe-de-estado;147147; Bacharelado;13; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Negro; Feminino;0;0;20;Brasil; <=25K
53; Privado;233780; Curso-profissionalizante;11; Divorciado; Assistente-administrativo; Nao-membro-da-familia; Negro; Feminino;2202;0;40;Brasil; <=25K
29; Privado;394927; Curso-profissionalizante;11; Conjuge-civ-casado; Outros-servicos; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
34; Governo-municipal;188682; Bacharelado;13; Casado-conjuge-ausente; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
52; ?;115209; Pos-graduado;15; Casado-conjuge-ausente; ?; Nao-casado; Asiatico; Feminino;0;0;40;Brasil; <=25K
41; Privado;277192; 5ou6-ano;3; Conjuge-civ-casado; Fazenda-pesca; Esposa; Branco; Feminino;0;0;40;Brasil; <=25K
21; Privado;314182; Formado-EM;9; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
43; Privado;220776; Mestrado;14; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;35;Brasil; >25K
31; Governo-municipal;189269; Formado-EM;9; Nunca-casou; Seguranca; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
38; Privado;35429; Formado-EM;9; Conjuge-civ-casado; Limpeza; Marido; Branco; Masculino;0;2042;40;Brasil; <=25K
42; Privado;154374; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;2415;60;Brasil; >25K
62; Privado;161460; Bacharelado;13; Nunca-casou; Fazenda-pesca; Nao-membro-da-familia; Branco; Masculino;0;0;30;Brasil; <=25K
51; Privado;251487; 7ou8-ano;4; Viuvo; Operador-maquina; Nao-membro-da-familia; Nordicos; Feminino;0;0;40;Brasil; <=25K
30; Privado;177531; Formado-EM;9; Nunca-casou; Vendas; Nao-casado; Negro; Feminino;0;0;25;Brasil; <=25K
24; Privado;53942; Bacharelado;13; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
36; Privado;113481; Formado-EM;9; Divorciado; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
57; Privado;361324; 1-colegial;6; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
46; Privado;330087; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;55;Brasil; >25K
33; Privado;276221; Doutorado;16; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
42; Privado;121055; Faculdade;10; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; <=25K
62; Privado;118696; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
64; Trabalhador-nao-autonomo;289741; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;20;Brasil; <=25K
18; Privado;238401; Faculdade;10; Nunca-casou; Vendas; Filho-proprio; Branco; Feminino;0;0;25;Brasil; <=25K
43; Privado;262038; 5ou6-ano;3; Casado-conjuge-ausente; Fazenda-pesca; Nao-casado; Branco; Masculino;0;0;35;Brasil; <=25K
62; Trabalhador-nao-autonomo;26911; 7ou8-ano;4; Viuvo; Outros-servicos; Nao-membro-da-familia; Branco; Feminino;0;0;66;Brasil; <=25K
29; Privado;161155; Associacao-academica;12; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
43; Privado;252519; Bacharelado;13; Conjuge-civ-casado; Limpeza; Marido; Negro; Masculino;0;0;40;Brasil; >25K
39; Privado;43712; Formado-EM;9; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;7298;0;40;Brasil; >25K
69; ?;167826; Bacharelado;13; Conjuge-civ-casado; ?; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
34; Privado;188900; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Esposa; Branco; Feminino;0;0;40;Brasil; <=25K
44; Privado;120057; Associacao-academica;12; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;4386;0;45;Brasil; >25K
25; Privado;134113; Bacharelado;13; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Masculino;0;0;30;Brasil; <=25K
47; Governo-municipal;165822; Faculdade;10; Divorciado; Movimentacao-de-transporte; Nao-casado; Branco; Masculino;0;0;40;Brasil; <=25K
17; Privado;99161; 1-colegial;6; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Masculino;0;0;8;Brasil; <=25K
41; Governo-municipal;74581; Bacharelado;13; Divorciado; Profissional-especializado; Nao-casado; Branco; Masculino;0;0;65;Brasil; <=25K
19; Privado;304643; Faculdade;10; Nunca-casou; Vendas; Filho-proprio; Branco; Masculino;0;0;20;Brasil; <=25K
57; Privado;121821; 1ou4-ano;2; Conjuge-civ-casado; Outros-servicos; Marido; Outros; Masculino;0;0;40;Brasil; <=25K
25; Privado;154863; Formado-EM;9; Nunca-casou; Assistente-administrativo; Nao-casado; Negro; Masculino;0;0;35;Brasil; <=25K
37; Governo-municipal;365430; Faculdade;10; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; >25K
29; Privado;183111; Curso-profissionalizante;11; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
32; Privado;50178; Faculdade;10; Nunca-casou; Vendas; Filho-proprio; Branco; Masculino;0;0;35;Brasil; <=25K
35; Privado;186845; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;45;Brasil; >25K
52; Privado;159908; 3-colegial;8; Nunca-casou; Operador-maquina; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
41; Privado;162189; Formado-EM;9; Nunca-casou; Operador-maquina; Filho-proprio; Branco; Feminino;1831;0;40;Brasil; <=25K
29; Privado;128509; Formado-EM;9; Casado-conjuge-ausente; Operador-maquina; Nao-membro-da-familia; Branco; Feminino;0;0;38;Brasil; <=25K
23; Privado;143032; Mestrado;14; Nunca-casou; Profissional-especializado; Filho-proprio; Branco; Feminino;0;0;36;Brasil; <=25K
31; Privado;382368; 2-colegial;7; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
40; Privado;210013; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
19; Privado;293928; Formado-EM;9; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Feminino;0;0;20;Brasil; <=25K
21; Privado;208503; Faculdade;10; Nunca-casou; Movimentacao-de-transporte; Filho-proprio; Branco; Masculino;0;0;10;Brasil; <=25K
37; Chefe-de-estado;191841; Bacharelado;13; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;8614;0;40;Brasil; >25K
49; Trabalhador-nao-autonomo;355978; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;99999;0;35;Brasil; >25K
64; Governo-municipal;202738; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Esposa; Branco; Feminino;0;0;35;Brasil; <=25K
37; Governo-municipal;144322; Curso-profissionalizante;11; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;43;Brasil; <=25K
70; Trabalhador-nao-autonomo;155141; Bacharelado;13; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;2377;12;Brasil; >25K
22; Privado;160120; 1-colegial;6; Nunca-casou; Movimentacao-de-transporte; Filho-proprio; Asiatico; Masculino;0;0;30;Brasil; <=25K
29; Trabalhador-autonomo;190450; Formado-EM;9; Conjuge-civ-casado; Vendas; Marido; Asiatico; Masculino;0;0;40;Brasil; <=25K
37; Privado;212900; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
29; Privado;115677; Bacharelado;13; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
38; Privado;252250; 2-colegial;7; Divorciado; Operador-maquina; Nao-membro-da-familia; Branco; Masculino;0;0;65;Brasil; <=25K
27; Privado;212041; Formado-EM;9; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;50;Brasil; <=25K
58; Chefe-de-estado;198145; Bacharelado;13; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;35;Brasil; >25K
60; Governo-municipal;113658; Faculdade;10; Conjuge-civ-casado; Assistente-administrativo; Esposa; Branco; Feminino;0;0;35;Brasil; <=25K
20; Privado;32426; Faculdade;10; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Masculino;0;0;25;Brasil; <=25K
51; Privado;98791; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;40;Brasil; >25K
37; Privado;203828; 9-ano;5; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;65;Brasil; <=25K
22; Chefe-de-estado;186634; 3-colegial;8; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Masculino;0;0;50;Brasil; >25K
56; Trabalhador-nao-autonomo;125147; 1-colegial;6; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;60;Brasil; <=25K
26; Privado;247455; Bacharelado;13; Conjuge-civ-casado; Vendas; Esposa; Branco; Feminino;5178;0;42;Brasil; >25K
19; Privado;97215; Faculdade;10; Separado; Vendas; Nao-casado; Branco; Feminino;0;0;25;Brasil; <=25K
37; Privado;330826; Curso-profissionalizante;11; Conjuge-civ-casado; Profissional-especializado; Esposa; Branco; Feminino;0;0;30;Brasil; <=25K
27; Privado;200802; Faculdade;10; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
27; Privado;156266; Formado-EM;9; Nunca-casou; Vendas; Filho-proprio; Nordicos; Masculino;0;0;20;Brasil; <=25K
52; Trabalhador-nao-autonomo;72257; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
45; Privado;363087; Formado-EM;9; Separado; Operador-maquina; Nao-casado; Negro; Feminino;0;0;40;Brasil; <=25K
28; Privado;25955; Faculdade;10; Nunca-casou; Reparo-artesanal; Filho-proprio; Nordicos; Masculino;0;0;40;Brasil; <=25K
20; Privado;334633; Formado-EM;9; Divorciado; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
28; Privado;109162; Mestrado;14; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;50;Brasil; <=25K
44; Privado;569761; Curso-profissionalizante;11; Conjuge-civ-casado; Limpeza; Marido; Negro; Masculino;0;0;40;Brasil; <=25K
30; Privado;209900; Bacharelado;13; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
26; Chefe-de-estado;272986; Associacao-academica;12; Nunca-casou; Assistente-administrativo; Filho-proprio; Negro; Feminino;0;0;8;Brasil; <=25K
55; ?;52267; Mestrado;14; Conjuge-civ-casado; ?; Marido; Branco; Masculino;0;0;18;Brasil; <=25K
46; Privado;82946; Formado-EM;9; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
51; Privado;104651; Bacharelado;13; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
25; Governo-municipal;58441; Bacharelado;13; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
43; Governo-municipal;269733; Formado-EM;9; Separado; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
19; ?;128453; Formado-EM;9; Nunca-casou; ?; Filho-proprio; Branco; Feminino;0;0;28;Brasil; <=25K
36; Privado;179468; Formado-EM;9; Divorciado; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
36; Privado;183081; Faculdade;10; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
48; Privado;102938; Bacharelado;13; Nunca-casou; Outros-servicos; Nao-casado; Asiatico; Feminino;0;0;40;Brasil; <=25K
30; ?;157289; 2-colegial;7; Nunca-casou; ?; Nao-casado; Branco; Masculino;0;0;40;Brasil; <=25K
24; Privado;359828; Bacharelado;13; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;44;Brasil; >25K
30; Privado;155659; Formado-EM;9; Divorciado; Outros-servicos; Nao-casado; Branco; Feminino;0;0;36;Brasil; <=25K
24; Privado;585203; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Esposa; Branco; Feminino;7688;0;45;Brasil; >25K
62; Privado;173601; Bacharelado;13; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
